variable,center,scale
arid_log_scaled,-0.16096972817797628,0.5625801796420122
arid_sqrt_scaled,0.9560101095146325,0.23879111542855036
wtd_log_scaled,-0.6403017811484768,2.3810800146684703
ps_log_scaled,3.1971823726684208,0.43922515411520174
